address,token,total_deposit,total_withdrawal
0x00787E91D06657Da09C92C11f7A1b5F517Acb9d6,USDC,15.018000,0.000000
0x007B52eB0cc09CfA25fa8217EB25081d45d14441,MAG7.SSI,0.000000,22.500711
0x007B52eB0cc09CfA25fa8217EB25081d45d14441,USDC,15.555456,0.000000
0x007D6ADa8725E2ff99047403AF6F21a4241F0B66,USDC,15.010200,0.000000
0x007F263682Dfd706eCF2eF2a2C1a5E4A2eE07904,MAG7.SSI,32.080000,0.000000
0x007a7313f6F458bA9d45385054c7aEd8D737E5f1,USDC,40.569160,0.000000
0x007b21Cf8a7551BCf4a8e1b243182A30D28D6f2e,USDC,39.995500,38.187381
0x007ed9025501b2949b178f4515E5Accb3386A355,USDC,15.600000,7.430348
0x0080331b8fF7fb7258688F815f3f33E12bFd7fe2,MAG7.SSI,0.000000,15.095131
0x0080331b8fF7fb7258688F815f3f33E12bFd7fe2,USDC,7.600000,0.000000
0x008407CD87bf69c8A30DdA35116d54bC70F778f0,USDC,16.000000,49.477105
0x0085d39297E752376eb34F14bf35181822abB47B,ETH,0.008000,0.000000
0x0085d39297E752376eb34F14bf35181822abB47B,MAG7.SSI,0.000000,32.532563
0x0086393A7c7162937Aa13417330655C77017714b,USDC,37.998557,0.000000
0x008F9b71dd11f39411E9188eA133B13794571154,USDC,15.026200,0.000000
0x008fCA93DDa810F2d43a338477d7cF1B2ce6c0B1,USDC,15.000400,0.000000
0x0090a17467b502e478BBaB5c94C2f904a0bD56e4,USDC,15.011500,0.000000
0x0090da39D93Cd91c24010924E0E600b738F74417,USDC,103.498781,99.576142
0x0092dfaE6A39970384abd3095e35470a5F148b56,USDC,16.000000,0.000000
0x009323EdCC0940F6271bf3800aC81D22E1a5d227,USDC,38.900000,38.571733
0x009492bA5886A60565826E6E2533324C2C9f5C0B,USDC,38.000000,40.311355
0x0094AA88a4a52A3d7dCbD37D4142AB412d9AE2c9,MAG7.SSI,33.000000,0.000000
0x0095C6d1bf5dAA8b2804BFf530ce82C7605aB243,USDC,15.029600,0.000000
0x009A8A5dC1559D8deB5622492F48d275debc92c8,USDC,15.028000,0.000000
0x009C9966CF10346b995DAF5681B15D1df7d73f5A,USDC,15.050100,0.000000
0x009a9F9fcDf84976121e8e56CF7011aAAe70575c,USDC,1129.669075,778.670363
0x009a9F9fcDf84976121e8e56CF7011aAAe70575c,USDT,60.260380,0.000000
0x00A0583D165f4B737D5241736fB0884BC1eA6437,USDC,145.000000,154.476682
0x00A41Ff1A25eb810466594c0F56A4B25f62B446c,USDC,40.146110,39.133528
0x00A57a4F91EDc485a9a5373F74C4146B0DFc1c1E,USDC,191.330434,192.526505
0x00AEa41a611e1DeF4C67AcAE0fDCC4530280F24a,USDC,300.000000,283.597718
0x00Ad37ce972c1A63A007f3156F2BdAD67F759E67,USDC,15.025100,0.000000
0x00B98fC6505d7604B1dD1230987b6CEd270eB065,MAG7.SSI,75.851600,75.775700
0x00C25CB9C1Fa723aFDB3cD4a3392Ec45D445Bb0B,USDC,15.000000,15.129047
0x00C2A8F7b69d5077B0311cA1a944E8612A3647fD,MAG7.SSI,0.000000,78.869550
0x00C2A8F7b69d5077B0311cA1a944E8612A3647fD,USDC,40.509438,0.000000
0x00C58d97AC62A93b42afAef0746d0b1989E7225f,USDC,152.500000,68.434890
0x00C9CE4d1Bd2d0a5f21E0503Bdf06b58FEb8e666,MAG7.SSI,16.556700,16.540100
0x00CC5134c57D26af00767D71D565379Ae16536d3,USDC,15.023400,0.000000
0x00CF6bEF848E8D33C35DD997db492d1D10DE9dc9,MAG7.SSI,0.000000,106.180818
0x00CF6bEF848E8D33C35DD997db492d1D10DE9dc9,USDC,50.000000,0.000000
0x00Cf567009BB0AB537485c7FBe676179D437158E,USDC,15.029800,0.000000
0x00D424d90f1e04ea476f784e34e37047A17D7404,USDC,15.029200,0.000000
0x00D47B2E85ab605DFDd610e0EaA893Ee4637F755,USDC,39.218392,0.000000
0x00Df54A33077CEA5fAa4fcb38679E86ea581BC34,MAG7.SSI,0.000000,76.789156
0x00Df54A33077CEA5fAa4fcb38679E86ea581BC34,USDC,36.600000,0.000000
0x00E1138a66b30Ed128c94Cbb113Ec9c0D59378D6,USDC,38.000000,0.000000
0x00E124B7d0e199d2D6E105B48c2A8104560a9337,USDC,15.097000,12.440513
0x00E3663623fF6d1fC828753f75C07613cDbDBb92,USDC,15.003300,0.000000
0x00E7B49dBc4C2A64Fe679ed0d00533f4d8d9895E,USDT,15.000000,0.000000
0x00E8b922C2b5d63cD5cF3D31e0941dF023D55e3C,USDC,15.848687,15.397421
0x00E9C6e085fF39A8b504A089352771191b9D210D,USDC,39.556100,0.000000
0x00F035C851253Ad0ccA2F917c0520125d3248086,USDC,36.450100,0.000000
0x00F81B0bB3aA642fAeCea318461E3f15e4da95cd,USDC,15.300000,7.195059
0x00FA2Ed0BDc163f291E339A16605CDCf42bAe0ed,MAG7.SSI,33.000000,0.000000
0x00FD6Fddc550fff9Bbc996b3E057e69c9aa90782,USDC,30.000000,24.711547
0x00FEB81811b8489020B0e332cd4f04602815c7ae,MAG7.SSI,0.000000,31.667817
0x00FEB81811b8489020B0e332cd4f04602815c7ae,USDC,486.000000,468.789967
0x00FaeC7007e1d8e8452202920b0f776AFf8a8FB5,USDC,40.000000,0.000000
0x00Fc0F20Fe1A4b3807952B2fBc7Df844150029D7,USDC,39.546262,36.250837
0x00Ffd95D55AeFAf7a1ba594AfB233d048593089A,ETH,0.000000,0.006995
0x00Ffd95D55AeFAf7a1ba594AfB233d048593089A,USDC,15.723160,0.000000
0x00a273039971ecf19b3c6654e89Bf27784640B18,USDC,15.020600,0.000000
0x00a925c71BB7a88951E39504F360C77f421Dc626,USDC,105.875766,102.075187
0x00acf7F480fB0eB6e9a3730C0aC352aD0e5FEfC9,MAG7.SSI,79.019200,79.045400
0x00ad142cc1674617642F5AFBfC106e4919C36EF6,MAG7.SSI,92.893271,92.811871
0x00ad142cc1674617642F5AFBfC106e4919C36EF6,SOSO,1.100000,0.000000
0x00b2D7Cf51D10646A0DACB3A9ba49a75c711188A,USDC,417.902329,409.200000
0x00b7C3f2eaA983bf5BE5A936453Ec8C234BB7FF6,USDC,99.700000,93.259456
0x00bb109F115fc12A977A4A011878E937F5ca10e8,MAG7.SSI,219.000000,0.000000
0x00bb109F115fc12A977A4A011878E937F5ca10e8,USDC,41.680000,0.000000
0x00c39F41B8fD9b98a6CbC1740C1773B7b6CED03A,USDC,39.500000,39.500000
0x00c6A838b6010AB0cc03942ee62e1681d08FBfc9,USDC,39.995600,39.342555
0x00c97cE86B173Cb97Da63003D86F48fBC23Fb00B,ETH,0.185204,0.185283
0x00c9C89c23415D029151BB841a2F86612eeF63D1,USDC,173.850000,0.000000
0x00cF5aeD1d4165908f831B6565Eb4A416f7C8Fc6,USDC,15.026500,0.000000
0x00cd7BB18e83d3571472fA1A396C14210583363e,USDC,66.208300,62.692965
0x00d16dF0aE2Af2f987Ba44c32CF3506dA936f901,USDC,37.986925,39.216341
0x00d67EDCf1b307766deAB1753bb0724616746DF5,USDC,15.013400,0.000000
0x00d758Aae6CC209C4977625d76fB986cf6F71f29,SMAG7.SSI,124.545400,0.000000
0x00dc361ABb0334bc4a21c8884972da79dC5E4cf3,USDC,41.000000,41.952335
0x00e016769B7Ae3a08Cc77cFC71d1CbbAB3807fd3,ETH,0.008000,0.008000
0x00e46356ddbcb46c04504372031749E1a4aB401E,MAG7.SSI,32.250000,0.000000
0x00e5F1741CB584D804cDeFd33389c6E814B45dE0,USDC,999.975000,0.000000
0x00f1Ba770f14740b1A0c5878a50BdC078cE5fb3E,USDC,15.002200,0.000000
0x00f5162EeEcd2C9efEc1ED74633DeeCb8138404C,USDC,15.000000,0.000000
0x00f617598f4879AB65De60fa733C2d55b5fDFc01,USDC,277.583541,0.000000
0x00f86548c3Cd31259E8f30C2436759De0616D93A,ETH,0.007000,0.007000
0x00f86548c3Cd31259E8f30C2436759De0616D93A,USDC,15.994754,0.000000
0x00fB31faB1802eA423c113c0a9e6D59d4Eda209c,MAG7.SSI,76.084100,76.008400
0x00fc4d670256084e1C4ce53EC97f5cf8622A7122,USDC,15.830000,0.000000
0x01031ECe2D46529BB034bD68Ec725b390Abe0D61,USDC,30.110000,25.574160
0x010363DbeCeEF79711ED22B911Fa7c493350B3A8,USDC,49.800000,0.000000
0x010412E044630C5a71cb24440cFA2D3783911e3d,USDC,39.500000,0.000000
0x0105c8671558f3188f09Db80013Fd56037F6eF2C,USDC,39.346421,0.000000
0x010993f4573106fdDb1D438c851BbC951991785F,ETH,0.007516,0.000000
0x010993f4573106fdDb1D438c851BbC951991785F,MAG7.SSI,0.000000,31.886145
0x010D73175C3a4C9b034C6Eeb50D144150cafA528,USDC,66.320000,59.608805
0x010a0ad5503991cFD26A1ba2E539aA9527521632,MAG7.SSI,75.170000,75.094700
0x010bEA05C01c5DB025f9cA392e2978141581F7B4,USDC,39.000000,38.858515
0x010e3977eab61c15F502AA24bADb2373B0eaaE16,BNB,0.655520,0.656093
0x01110329dB0ead6B783708F2d0D090a90c2345Ee,SMAG7.SSI,5.000000,0.000000
0x0111F3031636C82259C428AF19811862CcE8d83f,USDC,19.000000,12.351237
0x0113af148171CD33C5B37eA94D01dCc76Fba0200,USDC,200.000000,188.723318
0x0113b019Cd83BFAF603D9ec7c51b15e732a38b33,USDC,16.000000,0.000000
0x0115b10869A89ff21b95cBF2e4A586140797a105,MAG7.SSI,32.270000,0.000000
0x0116422CCc25B1a8199c84528Ffdfe9B6c3E3487,MAG7.SSI,17.242200,17.224900
0x01197175B59C27A229a27B0ea145A437d6b40Ed9,MAG7.SSI,0.000000,76.659272
0x01197175B59C27A229a27B0ea145A437d6b40Ed9,USDC,36.900019,0.000000
0x011B746dc23A7ae7C4E7710B034DAef52256c89b,USDC,39.500000,0.000000
0x01230de3c6CDcbf935327b0A4Dd3E08395553652,USDC,37.989791,39.374258
0x012467e76F1D32af839F575aaabF1AF048cD117e,MAG7.SSI,75.882600,75.806700
0x01264aBDD5296622667ac13ecDcB82BeBB2AF47d,USDC,15.185000,12.342171
0x0127Dc989b9F0e95384faD3116cC2CE331fe2151,USDC,15.016900,0.000000
0x012A0Cc33E7e5fd3De324EE9e62158162b2EaFDC,USDC,15.009000,11.581965
0x012DcE07e1e00bbac638a1ddd65A7633f9A4bD4B,MAG7.SSI,11.850946,0.000000
0x012DcE07e1e00bbac638a1ddd65A7633f9A4bD4B,USDC,25.500000,23.627253
0x012E403a68D1de3388bc9D24Eed32A80548B1493,MAG7.SSI,0.000000,82.210408
0x012E403a68D1de3388bc9D24Eed32A80548B1493,USDC,40.000000,0.000000
0x013378B249ABF3dF4456f01219842884371f3617,ETH,0.003000,0.002895
0x01344777acC65298c3B9336d4273DF3D0b870730,MAG7.SSI,28.335996,0.000000
0x01344777acC65298c3B9336d4273DF3D0b870730,SOSO,64.390000,0.000000
0x01344777acC65298c3B9336d4273DF3D0b870730,USDC,0.000000,60.404432
0x0137BD6f7BAeDF3Ae168401C995761715661182D,USDC,400.000000,398.112226
0x0137c42084CdEfBA273bd68850064210CbA297c5,USDC,54.900200,0.000000
0x013B44376642887385a0a94a2e29dBd01De7Cb76,USDC,39.200000,44.140135
0x013BDBa48E5b06029E7F9eF88AfDBe4Dd85A9ddD,USDC,20.000000,14.826193
0x013C12bb04F515489a70164d6BfC72AF81Da0a9e,USDC,15.027000,10.825156
0x013C99b493D02F5E0bdb776A24e6470cA52cBD0B,MAG7.SSI,101.059138,81.456162
0x013e1646Dbd512448Cb12De8D8Ef88Ca488BFd7a,USDC,15.016306,0.000000
0x013f74f8BdBd2501c8D5426b31A0167E6c2970b7,USDC,15.200000,15.200000
0x01431BBB16917f6738D8b1327563293DA243E02D,USDC,41.000000,43.659913
0x0143852Ec597e84e85c57cB98E9F577D95113D45,USDC,15.027600,0.000000
0x014A605950d1314b64bA139fF4AA4ccbFa11F31C,USDC,37.000000,37.179618
0x014Ba873098201956A3fe932d143188A4a1Cc5e7,MAG7.SSI,15.126500,15.111400
0x014Cb2b4a5a1b264c02CC5A0f0C4E4f5a63e42f8,USDC,113.272187,104.899417
0x014D4046cddf9651d984C126464F8D8e5B621B05,USDC,15.029500,0.000000
0x014F2e6d5336e2C081ce635e3002Be53448b2791,USDC,40.410300,0.000000
0x014cDaE541D31AE27fd686e971FF216019E47B04,USDC,15.003000,0.000000
0x014d3741A8DA1C49515FC6f69A4E61728b95efF3,USDC,15.014000,0.000000
0x0151CF9F3D48DFbA6C944b531b448BD446Dbf987,MAG7.SSI,15.350800,0.000000
0x0153C2376071a22a375a6170CD614b8E86c9e2d9,USDC,7.150000,0.000000
0x01563875E51dc9db6fc85f25724cDFb27e9bcd96,USDC,15.000000,15.242788
0x0156a47E6EbdD00F4cbee30B1D7dE6ed10C09C8d,BNB,0.025000,0.025000
0x015Ca35E6EfF476eE8BB53431C599bDE95979AFD,USDC,37.950100,0.000000
0x015a9731E249e473D2Fe60321e4846E131c3274B,USDC,15.026500,0.000000
0x01611bD6F4Eed3b412bD1161143C6F28d76c60D2,USDC,52.000000,0.000000
0x016317880FB4EE0C0350d30e052531e67640CA14,MAG7.SSI,0.000000,17.992286
0x016317880FB4EE0C0350d30e052531e67640CA14,USDC,8.500000,0.000000
0x0163bA435c4F0aDf7a7841343a0dB8f84B559ea4,USDC,151.900000,0.000000
0x01645Dd812E6138767d55bEAA17b5f4B257C9C8F,MAG7.SSI,111.485161,0.000000
0x0164Bd2A3b13EA6873750aa0a7CDED04d84Bf43A,USDC,44.800000,0.000000
0x0165b9F081B6B83359b037e3712644a608fc1A16,ETH,0.020895,0.020088
0x0166bEb58f7B3b2199Bf56Ff58eCab1A0BaA6a81,USDC,41.000000,0.000000
0x01697fD652519508F1482e21A9A5A217b4fb7201,USDC,15.029000,0.000000
0x016C8c7B4057e4Fc000E1787A8Ce14edd04A96A0,USDC,37.600000,39.140711
0x016c63c8cE72BB953A5A5a35Ef95116cbEfB9C6B,MAG7.SSI,300.698500,300.397700
0x016c8E47fe2A9208cb424fa5d44Eba6E1aB984D1,USDC,7.150000,0.000000
0x016ee5aa31C0AE3A25bAbdb869814585855dBb63,USDC,43.279912,19.350000
0x0171176DCE67dd825317942F5705762002B748Ab,USDC,45.755925,40.027827
0x017118c51a930c08319150B1072bfCC0Bb8d9981,USDC,10.000000,0.000000
0x0175085858053109973B8e4013BFd73ADf99ccC4,USDC,15.022000,0.000000
0x0175EB163c4dc4DEc67A502fA03B178eFE8ca967,USDC,345.000000,341.787354
0x017A32a33C76aba6aFb4E42E520370c3267ED74B,MAG7.SSI,0.000000,77.013882
0x017A32a33C76aba6aFb4E42E520370c3267ED74B,USDC,36.804729,0.000000
0x017A658020360F27789C362bb18728652BDAab49,USDC,15.005200,0.000000
0x017e45081E6C99eB616BBE7b1EaE2592Fee59b10,USDC,39.000000,36.052395
0x0181Ded7BE024186167C02293C629aC51F760be3,USDC,49.000000,0.000000
0x0184BFc1D9253a25531029d068E20F777eC0D8D3,USDC,9.006316,9.547684
0x0185eB19629fA15DbBAb0DCdd59DC1AB772d70Ff,USDC,39.500000,39.251172
0x018610A24e291C31F8b453232A7139333386C3D3,USDC,15.004000,0.000000
0x01863386Bc3762cd901Ff203C9A169fe2Cd8eb31,USDC,112.850014,0.000000
0x018687832Aec17479b0bFf784B17746733f5FB5C,USDC,15.050100,0.000000
0x018bD756826c5cbdD300f5100004AB72dB08d5eC,ETH,0.007300,0.007300
0x018e60F4DAE2380289C0Fa29067Ed847e1c92625,USDC,15.013400,0.000000
0x0193d2eFF170EB4E8B0D6112a453AD3f73EEDa25,MAG7.SSI,5.000000,5.000000
0x0195871d43C5E076627ff401ef4aD0a2d63236EC,USDC,16.000000,0.000000
0x01963efBE2f865800809ed4Fcd98D2750E68feE9,USDC,15.006300,0.000000
0x019748667F1D888C91e5E721fa59ACB7dF0D6baA,MAG7.SSI,15.008700,0.000000
0x01992182dA0f6C99555d7358e77400cAa76070B0,USDC,15.028500,0.000000
0x01A42320674B1F563005ddC9DCeA8bBce5783656,SMAG7.SSI,71.937500,71.937500
0x01A42B551bf109C39e90eF06bB49bF5a327217Ed,USDC,38.761300,0.000000
0x01A63691452670efe0F4FF0e2df36684b6830783,MAG7.SSI,318.207100,0.000000
0x01A7bC50704c2989459C877f529a4d4f6EB4413b,USDC,37.000000,36.818964
0x01A9C63340Dea6A523a10206C11165D4b24a4709,USDC,15.008500,0.000000
0x01ACCeeb6bf27eCAa5cD267029d2C03e0dE19B42,MAG7.SSI,32.170000,0.000000
0x01AFE903A31CBA5f249ffeB54099DF116Bf600bD,USDC,39.967100,37.016152
0x01Ab5f7438A0935fAe1D12B8BCB9fdBe7B73B5bf,ETH,0.017000,0.000000
0x01Ab5f7438A0935fAe1D12B8BCB9fdBe7B73B5bf,USDC,34.000000,0.000000
0x01B08c5aD1D53017a9754F7A4AC40ADd8eCDCCaA,ETH,0.062364,0.061134
0x01B476bd0197a9d15356085D4336b1234C2BD370,MAG7.SSI,15.312800,15.297400
0x01B96ca108F70b7f5A83bE21D29dC1b7e2fF7b52,SMAG7.SSI,33.554600,0.000000
0x01BcD5A523285420ddb6f0582E596bD8850949d4,USDC,15.000000,0.000000
0x01BfF87e7f651b540FbCf8FA3817dc2949b7e4C2,MAG7.SSI,0.000000,75.125387
0x01BfF87e7f651b540FbCf8FA3817dc2949b7e4C2,USDC,37.746020,0.000000
0x01C0566c4A58Ba698A5293C6ECCC693bAcaad59B,BNB,0.054739,0.000000
0x01C3384E7F844C00E7f0A5C1b7f7e0A40A6ff1bf,MAG7.SSI,16.025600,16.009500
0x01C6ECF2cDC4F07e695f2e0F8A2149a4A25e2c5C,USDC,15.015000,0.000000
0x01C727A0B33eE9ab14B9407Afac4302B83be24cc,USDC,104.900579,100.432553
0x01D204BBb95BC04552b0aD9405f09FCe466dbd50,ETH,0.006630,0.006630
0x01D204BBb95BC04552b0aD9405f09FCe466dbd50,USDC,10.245967,8.076769
0x01D237Fbc0bC7557d65d7bbD21B46dD9E2fd8165,USDC,15.002600,0.000000
0x01D7992d290FF6498760e13c2d5f70A1B6226987,USDC,172.000000,169.945163
0x01D87D888EDb4550A1668947d0e908b625E71113,MAG7.SSI,0.000000,76.060093
0x01D87D888EDb4550A1668947d0e908b625E71113,USDC,36.800009,0.000000
0x01E466aaFBB00Fb20015ec2eBa0Ab5F5C349F4a5,USDC,15.011300,0.000000
0x01E7390b0DbE1340946098Fd64E2c2ad971274EF,MAG7.SSI,101.378292,101.378292
0x01ECCBc0A9882476c31af485F203F58040258827,MAG7.SSI,76.611700,76.534800
0x01Eb9050e707bD069987f5e67bffe8FEb3D7c54d,USDC,44.800000,0.000000
0x01Fad2C3fe6DDd5F3C226Fee9aC9e60128ab47a6,USDC,200.000000,198.261915
0x01a0C9b5Af6a21d1D0b452C4F49F2A11901C81C7,MAG7.SSI,32.140000,0.000000
0x01a534a303977F4DdA5460C40C1cF6626eF1053e,MAG7.SSI,15.146782,0.000000
0x01aC35B381616e71D10223173a6957BC3EE2335b,USDC,15.000000,0.000000
0x01b2A213948dAea69982BBcf6dF7D4Cb87ee0901,MAG7.SSI,32.170000,0.000000
0x01bC500133616b8cF68c3409923002b279b9894d,USDC,15.017200,0.000000
0x01c18011A2C6e063502c4Eec986cc1eE422Bde3E,USDC,15.013600,0.000000
0x01c4792bcc8eF24E4d6a58f07B0fD9f7Cd8DFCf8,USDC,25.000000,9.149434
0x01c47af7302901998f07Ca6C4Ec44566Ce6e802E,USDC,308.295946,184.983380
0x01cFC7db85Cc0e6EE530e7362ffdF245Bd7df4A7,USDC,41.000000,0.000000
0x01ce8094e3C65938A5642F2ac4989f68F540e087,USDC,39.000000,38.973623
0x01d4017C47F052a5117Cc8bC425bbA9fEb4aeE12,USDC,145.000000,153.476384
0x01d4Ccd9B424BD401A6F22d1a74B9e5B068EE87E,ETH,0.020000,0.000000
0x01d661A449CFED6eF0c46aFa5b6708AD6a2f5c16,USDC,15.500000,15.500000
0x01dE293fe025eE1DEa53CcEDf64C6d31d5907235,SMAG7.SSI,43.937500,43.937500
0x01dF7ABF640Eb52dA4691CaD193D573e87C7001d,MAG7.SSI,33.000000,0.000000
0x01e315439cB17b7c27eB81534d2cdfdeb632D698,USDC,15.027300,0.000000
0x01e65C996E95F8b1035F00F79292A54f408A73E2,MAG7.SSI,33.000000,0.000000
0x01e83d862E7De0e553FB9eCBcc8550A0441584fB,USDC,15.026500,0.000000
0x01eC724dc37bAffd5E041A7567Ab66EFd6D898Fa,USDC,15.021000,0.000000
0x01f0cBd658b024B70e316C5Ec72A07C1E66C9eC9,USDC,37.000000,37.363558
0x01f31aB7881E607BA45F405908EF015F8feb48e2,USDC,614.900069,613.563197
0x01f69f6Fd35b8205026F7FCaCb9f53dc163ad16f,USDC,104.901049,0.000000
0x01f7DF618Cf472def1FFC2eD8509c8c54429c175,USDC,15.000000,7.684023
