date,token,total_depo,total_with
2025-11-29,SMAG7.SSI,10840.315800,819.279108
2025-11-29,SOL,0.069570,0.000000
2025-11-29,USDC,12745.779645,1415.025516
2025-11-30,MAG7.SSI,118.210638,5998.300000
2025-11-30,SMAG7.SSI,156.456600,6.000000
2025-11-30,SOL,0.550000,0.582081
2025-11-30,USDC,5212.211237,326.812956
2025-12-01,MAG7.SSI,307815.220654,219489.270000
2025-12-01,SMAG7.SSI,292063.688600,5.062271
2025-12-01,SOL,0.520000,0.069570
2025-12-01,SOSO,3.440000,0.000000
2025-12-01,USDC,162561.772178,72921.314374
2025-12-01,XRP,38.067171,0.000000
2025-12-02,BTC,0.000050,0.000000
2025-12-02,ETH,0.002000,0.000000
2025-12-02,MAG7.SSI,183995.094089,22494.350000
2025-12-02,SMAG7.SSI,6753.593900,1.012500
2025-12-02,SOL,0.107541,0.000000
2025-12-02,USDC,25535.072275,81916.455016
2025-12-03,ETH,0.332982,0.038390
2025-12-03,MAG7.SSI,10123.337862,3799.990000
2025-12-03,SMAG7.SSI,27044.657700,5.000000
2025-12-03,SOL,0.000000,0.343010
2025-12-03,SOSO,4.547411,0.000000
2025-12-03,USDC,2306.989133,7784.419707
2025-12-04,ADA,10.000000,0.000000
2025-12-04,BNB,0.016498,0.089904
2025-12-04,DOGE,30.000000,0.000000
2025-12-04,ETH,0.002000,0.313680
2025-12-04,MAG7.SSI,166.014840,0.000000
2025-12-04,SMAG7.SSI,7117.221800,507.866000
2025-12-04,SOL,0.000000,0.142610
2025-12-04,SOSO,1.910000,0.000000
2025-12-04,USDC,261.063628,136.336227
2025-12-04,XRP,4.000000,0.000000
2025-12-05,BNB,0.007400,0.000000
2025-12-05,MAG7.SSI,77587.686642,26564.163488
2025-12-05,SMAG7.SSI,232535.245200,0.000000
2025-12-05,SOL,0.150000,0.024492
2025-12-05,SOSO,1.106435,0.000000
2025-12-05,USDC,20026.405228,55111.080000
2025-12-05,XRP,33.797445,0.000000
2025-12-06,MAG7.SSI,534879.857792,0.000000
2025-12-06,SMAG7.SSI,7496.928100,26.543854
2025-12-06,SOL,0.250000,0.000000
2025-12-06,USDC,285.380598,58.662331
2025-12-07,BNB,0.000000,0.007692
2025-12-07,ETH,0.005977,0.032777
2025-12-07,MAG7.SSI,18286.058983,24254.736586
2025-12-07,SMAG7.SSI,19141.898100,0.000000
2025-12-07,SOL,0.000000,0.542241
2025-12-07,SOSO,8.798410,0.000000
2025-12-07,USDC,31155.535853,17776.914912
2025-12-08,MAG7.SSI,13665.719301,103.092743
2025-12-08,SMAG7.SSI,35477.504813,110.453613
2025-12-08,SOL,0.501000,0.308183
2025-12-08,USDC,1159.384603,9325.658936
2025-12-09,BTC,0.000052,0.000000
2025-12-09,DOGE,176.568000,0.000000
2025-12-09,MAG7.SSI,58371.050434,39537.700000
2025-12-09,SMAG7.SSI,126.998600,0.000000
2025-12-09,SOL,0.250000,0.185869
2025-12-09,USDC,20906.272451,49299.378305
2025-12-09,XRP,0.000000,11.791740
2025-12-10,BNB,0.010000,0.010000
2025-12-10,MAG7.SSI,8020.998473,5572.437682
2025-12-10,SMAG7.SSI,3948.180300,0.000000
2025-12-10,USDC,2889.993807,6468.625393
2025-12-11,BNB,0.082516,0.052251
2025-12-11,BTC,0.000130,0.000000
2025-12-11,DOGE,94.133826,0.000000
2025-12-11,ETH,0.004000,0.006026
2025-12-11,LINK,0.685143,0.685143
2025-12-11,MAG7.SSI,159.877926,10025.519928
2025-12-11,SMAG7.SSI,0.000000,9.995000
2025-12-11,SOL,0.542000,0.000000
2025-12-11,USDC,7444.622935,117.038455
2025-12-11,XRP,4.000000,7.000000
2025-12-12,ADA,20.125054,0.000000
2025-12-12,BNB,0.000000,0.020090
2025-12-12,DOGE,93.000000,0.000000
2025-12-12,MAG7.SSI,1444.942254,120.426647
2025-12-12,SMAG7.SSI,5.123131,10.246712
2025-12-12,SOSO,24.551090,0.000000
2025-12-12,USDC,208.152121,63.367731
2025-12-13,MAG7.SSI,5.000000,0.000000
2025-12-13,SMAG7.SSI,174.028800,0.000000
2025-12-13,SOL,0.130000,0.000000
2025-12-13,USDC,13550.812448,156.199624
2025-12-13,XRP,9.936330,0.000000
2025-12-14,BNB,0.015800,0.014790
2025-12-14,ETH,0.000000,0.032078
2025-12-14,MAG7.SSI,13567.866247,26081.124079
2025-12-14,SMAG7.SSI,720.000000,0.000000
2025-12-14,USDC,19852.399813,10935.486193
2025-12-15,ADA,10.000000,10.000000
2025-12-15,BNB,0.051000,0.010000
2025-12-15,BTC,0.000050,0.000000
2025-12-15,DOGE,30.000000,30.000000
2025-12-15,ETH,0.102000,0.034578
2025-12-15,MAG7.SSI,35785.460765,92433.802200
2025-12-15,SMAG7.SSI,591.646100,84.800020
2025-12-15,SOL,0.030000,0.030000
2025-12-15,USDC,66999.300323,29227.299418
2025-12-15,XRP,4.000000,2.000000
2025-12-16,BNB,0.000000,0.017987
2025-12-16,MAG7.SSI,5.000000,5098.240000
2025-12-16,SMAG7.SSI,44830.545499,4006.489145
2025-12-16,SOSO,19.065350,0.000000
2025-12-16,USDC,3707.768430,351.804857
2025-12-17,ADA,10.000000,10.000000
2025-12-17,BNB,0.005000,0.081787
2025-12-17,CRCLX,0.356276,0.000000
2025-12-17,DOGE,30.000000,30.000000
2025-12-17,ETH,0.244908,0.000000
2025-12-17,MAG7.SSI,11243.971860,13009.640000
2025-12-17,SMAG7.SSI,0.000000,3233.214679
2025-12-17,SOL,0.030000,0.030000
2025-12-17,SOSO,51.309719,0.000000
2025-12-17,USDC,19282.063660,314.169160
2025-12-17,XRP,4.000000,3.000000
2025-12-18,BNB,0.038512,0.014612
2025-12-18,ETH,0.000000,0.003695
2025-12-18,MAG7.SSI,5.000000,35013.664838
2025-12-18,SMAG7.SSI,151.274600,0.000000
2025-12-18,SOL,0.035210,9.834705
2025-12-18,SOSO,1.000000,0.000000
2025-12-18,USDC,23868.210915,608.263856
2025-12-19,BNB,0.058677,0.000000
2025-12-19,ETH,0.007405,0.006746
2025-12-19,MAG7.SSI,7431.237036,110.375596
2025-12-19,SMAG7.SSI,58.798549,51.451631
2025-12-19,SOL,0.000000,0.799440
2025-12-19,SOSO,5.000000,0.000000
2025-12-19,USDC,612.140455,6919.059554
2025-12-20,ETH,0.000000,0.053668
2025-12-20,MAG7.SSI,10.000000,0.000000
2025-12-20,SMAG7.SSI,1108.934700,0.000000
2025-12-20,SOSO,10.000000,0.000000
2025-12-20,USDC,30341.944262,256.151470
2025-12-21,BNB,0.013450,0.012442
2025-12-21,ETH,0.000000,0.002500
2025-12-21,SMAG7.SSI,4684.275900,0.000000
2025-12-21,USDC,1497.024389,9810.378093
2025-12-22,MAG7.SSI,3941.785559,54646.428062
2025-12-22,SMAG7.SSI,5.000000,0.000000
2025-12-22,SOL,0.200000,0.000000
2025-12-22,SOSO,24.438431,0.000000
2025-12-22,USDC,2236.805536,2625.857760
2025-12-23,BNB,0.014330,0.000000
2025-12-23,CRCLX,0.000000,0.356276
2025-12-23,ETH,0.000000,0.020000
2025-12-23,MAG7.SSI,157.320775,6889.545677
2025-12-23,SMAG7.SSI,151.836400,0.000000
2025-12-23,SOL,0.410000,0.482948
2025-12-23,SOSO,3.000000,0.000000
2025-12-23,USDC,2754.337632,32575.942998
2025-12-24,ADA,25.973200,0.000000
2025-12-24,BNB,0.012700,0.000000
2025-12-24,ETH,0.000000,0.013090
2025-12-24,MAG7.SSI,20.000000,55.666756
2025-12-24,SMAG7.SSI,150.342000,0.000000
2025-12-24,SOSO,168.236658,0.000000
2025-12-24,USDC,1766.679938,481.092908
2025-12-25,BNB,0.023484,0.023782
2025-12-25,ETH,0.000000,0.021000
2025-12-25,SOL,0.000000,0.050000
2025-12-25,SOSO,2.000000,0.000000
2025-12-25,USDC,1558.592049,58.969506
2025-12-26,AAVE,0.086425,0.030945
2025-12-26,BNB,0.012400,0.011392
2025-12-26,HYPE,0.599100,0.000000
2025-12-26,LTC,0.206771,0.000000
2025-12-26,SMAG7.SSI,23.232600,0.000000
2025-12-26,SOSO,51.000000,0.000000
2025-12-26,UNI,2.285671,1.138462
2025-12-26,USDC,1041.782084,1100.378730
2025-12-26,XAUT,0.007748,0.002915
2025-12-27,BNB,0.012270,0.012254
2025-12-27,MAG7.SSI,0.000000,4500.250000
2025-12-27,SMAG7.SSI,1331.314900,0.000000
2025-12-27,USDC,4599.471874,9500.266829
2025-12-28,BNB,0.032713,0.000000
2025-12-28,MAG7.SSI,162.285000,0.000000
2025-12-28,SMAG7.SSI,1083.715900,5.000000
2025-12-28,SOSO,88.364530,0.000000
2025-12-28,USDC,3487.854447,1125.952473
2025-12-28,USDT,6.000000,0.000000
2025-12-28,XRP,6.891733,0.000000
2025-12-29,AAVE,65.970966,0.000000
2025-12-29,BNB,0.016386,0.008198
2025-12-29,HYPE,387.061145,0.000000
2025-12-29,LTC,125.999800,0.000000
2025-12-29,MAG7.SSI,8848.650797,1.000000
2025-12-29,SMAG7.SSI,41.630700,0.000000
2025-12-29,SOL,0.000000,0.412369
2025-12-29,UNI,1617.550000,0.000000
2025-12-29,USDC,541.987691,56322.731038
2025-12-29,XAUT,2.219000,0.000000
2025-12-30,BNB,0.111990,0.000000
2025-12-30,ETH,0.053365,0.050842
2025-12-30,HYPE,0.000000,0.599100
2025-12-30,MAG7.SSI,0.000000,7778.470000
2025-12-30,SMAG7.SSI,0.000000,14.106016
2025-12-30,SOL,0.431000,0.216324
2025-12-30,USDC,5798.625179,158189.985811
2025-12-30,XAUT,0.000000,0.004833
2025-12-31,BNB,0.400000,0.000000
2025-12-31,ETH,0.164500,0.000000
2025-12-31,MAG7.SSI,0.000000,17189.767837
2025-12-31,SMAG7.SSI,3362.601100,0.000000
2025-12-31,SOL,0.275000,0.406141
2025-12-31,SOSO,190.972065,0.000000
2025-12-31,USDC,6671.289686,16316.833590
2026-01-01,ETH,0.350000,0.000000
2026-01-01,HYPE,15.316283,0.000000
2026-01-01,SMAG7.SSI,314.000000,0.000000
2026-01-01,SOL,5.613032,5.101542
2026-01-01,SOSO,19.049640,0.000000
2026-01-01,USDC,12464.732567,284.427061
2026-01-01,XRP,4.000000,0.000000
2026-01-02,BNB,0.175990,0.120000
2026-01-02,ETH,0.009000,0.001798
2026-01-02,SMAG7.SSI,23.854200,0.000000
2026-01-02,SOL,2.687076,2.667940
2026-01-02,SOSO,1057.716275,0.000000
2026-01-02,USDC,3127.528074,6786.489159
2026-01-03,ETH,0.003852,0.003000
2026-01-03,SMAG7.SSI,5.946900,0.000000
2026-01-03,SOL,0.188432,0.304008
2026-01-03,USDC,3848.286630,1928.628046
2026-01-04,ETH,0.035850,0.000000
2026-01-04,MAG7.SSI,0.000000,90.000000
2026-01-04,SMAG7.SSI,11.000000,0.000000
2026-01-04,SOL,0.300000,0.471710
2026-01-04,SOSO,39.610000,0.000000
2026-01-04,UNI,10.811011,0.000000
2026-01-04,USDC,1080.417110,6167.108112
2026-01-05,ETH,0.012997,0.004149
2026-01-05,MAG7.SSI,5.000000,5.245700
2026-01-05,SMAG7.SSI,78.560000,0.000000
2026-01-05,SOL,0.459333,0.158991
2026-01-05,UNI,0.000000,10.811011
2026-01-05,USDC,3798.477644,5977.812307
2026-01-06,ETH,0.002000,0.002000
2026-01-06,MAG7.SSI,45.000000,2.121439
2026-01-06,SMAG7.SSI,110.000000,25.934377
2026-01-06,SOL,0.221546,0.409713
2026-01-06,SOSO,206.934800,0.000000
2026-01-06,USDC,9379.650386,3868.878331
2026-01-06,USDT,49.900000,0.000000
2026-01-07,MAG7.SSI,40.000000,90.255400
2026-01-07,SMAG7.SSI,170.603600,0.000000
2026-01-07,SOSO,20.000000,0.000000
2026-01-07,USDC,2146.765994,1307.106896
2026-01-08,ETH,0.018000,0.000000
2026-01-08,MAG7.SSI,185.724100,0.000000
2026-01-08,SMAG7.SSI,83.335500,10.000000
2026-01-08,USDC,3043.914543,263.652016
2026-01-09,ETH,0.000000,0.021124
2026-01-09,MAG7.SSI,1050.485700,6.000000
2026-01-09,SMAG7.SSI,31.000000,15.870499
2026-01-09,SOSO,10.000000,0.000000
2026-01-09,USDC,592.236508,481.039994
2026-01-10,BNB,0.016084,0.000000
2026-01-10,ETH,0.004000,0.000000
2026-01-10,MAG7.SSI,73.996200,0.000000
2026-01-10,SMAG7.SSI,219.901700,0.000000
2026-01-10,SOL,0.070000,0.000000
2026-01-10,SOSO,4.333220,0.000000
2026-01-10,USDC,720.403420,640.897091
2026-01-11,ETH,0.010000,0.000000
2026-01-11,SMAG7.SSI,15.000000,2.914166
2026-01-11,SOSO,10.000000,0.000000
2026-01-11,USDC,2690.472797,228.457973
2026-01-12,AAVE,0.011967,0.000000
2026-01-12,ARB,48.370261,0.000000
2026-01-12,AVAXC,0.393200,0.000000
2026-01-12,BNB,0.007100,0.007289
2026-01-12,ETH,0.003066,0.016700
2026-01-12,MAG7.SSI,20.100000,40.000000
2026-01-12,SHIB,587471.913134,587471.913133
2026-01-12,SMAG7.SSI,20.000000,1428.082438
2026-01-12,SOSO,1.000000,0.000000
2026-01-12,USDC,588.871838,594.583971
2026-01-13,ARB,49263.673540,162.391564
2026-01-13,AVAXC,734.555000,0.393200
2026-01-13,BNB,0.000000,0.014928
2026-01-13,ETH,5.139969,0.010028
2026-01-13,MAG7.SSI,0.000000,19.980200
2026-01-13,PEPE,1735652133.352200,922689.018800
2026-01-13,SHIB,1171429542.734500,0.000000
2026-01-13,SMAG7.SSI,30.666100,0.000000
2026-01-13,SOSO,7.000000,0.000000
2026-01-13,USDC,1300.858145,56305.281781
2026-01-14,ARB,26.000000,25.000000
2026-01-14,AVAXC,0.360000,0.749720
2026-01-14,MAG7.SSI,5.000000,2.000000
2026-01-14,PEPE,750000.000000,750000.000000
2026-01-14,SHIB,500000.000000,500000.000000
2026-01-14,SMAG7.SSI,14.786600,5.000000
2026-01-14,SOL,0.203280,0.000000
2026-01-14,SOSO,55.000000,0.000000
2026-01-14,USDC,822.746344,1263.902245
2026-01-15,BNB,0.005050,0.005995
2026-01-15,ETH,0.004903,0.000000
2026-01-15,HYPE,0.000000,0.100000
2026-01-15,MAG7.SSI,30.000000,12.600000
2026-01-15,SMAG7.SSI,43.658900,0.000000
2026-01-15,SOSO,10.135800,0.000000
2026-01-15,USDC,916.536643,275.821205
2026-01-16,BNB,0.059000,0.000000
2026-01-16,DOGE,30.000000,0.000000
2026-01-16,ETH,0.002000,0.003500
2026-01-16,MAG7.SSI,82.488320,29.566620
